Student_ID,gender,branch,cgpa,tenth_percentage,twelfth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,certifications_count,sleep_hours,stress_level,part_time_job,family_income_level,city_tier,internet_access,extracurricular_involvement
2122,Male,CSE,9.16,85.8,82.0,0,5.1,80.4,4,4,3,2,4,2,5,4.9,5,Yes,Medium,Tier 2,Yes,None
2123,Female,ECE,8.83,84.2,78.0,0,5.2,63.5,5,2,4,4,5,5,6,6.1,2,No,Medium,Tier 1,No,Low
2124,Male,IT,6.79,66.0,50.6,1,0.0,66.5,3,0,2,1,4,2,2,7.6,2,No,High,Tier 3,Yes,Low
2125,Female,ECE,8.84,81.3,78.3,0,2.9,69.1,6,3,4,5,4,6,3,7.3,9,No,Medium,Tier 2,Yes,Low
2126,Female,ECE,9.48,86.5,80.2,0,1.8,67.2,8,3,5,1,4,5,5,7.0,8,No,High,Tier 2,Yes,High
2127,Female,CSE,8.75,78.1,67.0,0,3.0,66.9,6,1,5,1,4,4,4,5.9,10,No,Low,Tier 1,Yes,Low
2128,Male,CSE,6.81,57.0,62.3,0,3.2,64.8,6,0,4,5,4,4,4,7.4,9,No,High,Tier 2,No,None
2129,Female,ECE,9.28,89.5,75.4,0,3.9,79.1,6,3,4,1,5,3,2,4.8,3,No,Medium,Tier 2,Yes,Medium
2130,Male,IT,8.75,82.0,79.2,0,5.8,76.1,8,3,5,3,5,6,3,4.1,10,No,Medium,Tier 3,Yes,None
2131,Male,CSE,6.64,55.7,56.1,0,6.4,77.1,5,0,3,1,3,3,4,6.7,10,No,Medium,Tier 3,Yes,None
2132,Male,ECE,8.01,64.2,65.5,0,4.3,65.7,6,2,4,4,4,5,1,6.3,9,No,Low,Tier 1,Yes,Low
2133,Male,ME,9.9,86.4,92.7,0,6.6,83.0,4,4,4,1,5,3,4,8.2,1,No,Low,Tier 2,Yes,Low
2134,Male,CSE,8.61,84.2,80.4,0,5.7,72.1,6,2,4,5,3,4,4,7.2,5,No,Low,Tier 1,Yes,Low
2135,Female,ECE,9.08,84.2,84.2,0,3.8,66.2,5,4,4,3,5,3,3,9.0,4,No,Low,Tier 3,Yes,Low
2136,Female,CE,8.09,74.0,70.4,0,6.9,85.6,2,0,2,5,3,1,3,6.3,8,No,Medium,Tier 3,Yes,None
2137,Male,IT,8.76,85.5,73.5,0,4.1,58.8,6,2,4,2,5,4,1,7.6,5,No,Medium,Tier 2,Yes,Medium
2138,Female,ME,9.52,75.4,82.7,0,4.5,67.1,8,4,5,5,5,5,3,6.7,9,No,Medium,Tier 2,Yes,None
2139,Male,ME,8.92,79.9,79.5,0,2.1,69.8,8,2,5,1,5,4,2,8.7,1,No,Low,Tier 3,Yes,High
2140,Female,CSE,8.22,80.1,67.1,0,4.7,79.6,5,3,2,2,4,2,1,6.8,8,No,High,Tier 3,No,Low
2141,Female,IT,8.64,72.7,79.7,0,4.8,67.5,7,3,5,5,4,6,4,8.0,6,No,Medium,Tier 2,Yes,Medium
2142,Male,CSE,8.58,72.8,84.7,0,5.7,84.0,5,1,4,3,4,5,2,5.7,4,Yes,High,Tier 3,Yes,High
2143,Female,CE,7.73,68.5,67.7,0,3.5,74.1,7,2,5,2,4,4,6,6.5,2,No,Medium,Tier 2,Yes,Low
2144,Male,CSE,7.91,68.5,71.1,0,2.5,63.4,4,3,3,4,4,3,1,6.9,4,No,Low,Tier 2,Yes,Medium
2145,Male,IT,8.39,73.6,84.9,2,4.8,78.0,5,2,4,2,3,3,3,8.5,5,No,Medium,Tier 3,No,High
2146,Female,CE,6.62,60.4,63.0,0,5.5,77.7,3,0,1,2,4,0,3,4.4,3,No,Medium,Tier 2,Yes,Low
2147,Male,CE,9.31,81.0,85.2,0,3.3,68.5,8,2,5,1,5,5,3,6.6,10,No,Low,Tier 3,Yes,High
2148,Male,CSE,7.52,66.0,64.8,2,2.3,69.9,3,3,2,5,4,1,1,6.6,7,No,Low,Tier 1,Yes,None
2149,Male,ECE,6.93,58.2,67.5,0,3.2,66.5,6,1,4,2,4,2,3,4.5,6,No,Low,Tier 2,Yes,Low
2150,Female,ME,10.0,89.0,90.3,0,7.2,85.5,4,4,3,2,5,4,4,6.4,1,No,Low,Tier 1,Yes,Medium
2151,Male,CE,8.08,73.7,74.0,0,2.1,63.5,8,3,5,2,3,5,6,5.2,8,No,Medium,Tier 2,Yes,None
2152,Male,CSE,8.8,79.8,66.0,1,2.0,68.4,8,4,5,5,4,5,6,4.2,10,Yes,Medium,Tier 2,Yes,Medium
2153,Female,IT,7.62,65.5,73.8,0,7.7,79.8,4,1,3,3,4,4,4,6.7,10,Yes,Low,Tier 3,No,High
2154,Female,IT,9.52,81.9,86.4,0,3.7,69.9,7,3,5,5,4,6,1,6.6,4,No,Medium,Tier 2,Yes,High
2155,Male,CSE,8.25,72.3,71.0,1,1.6,59.6,6,3,4,3,5,4,0,6.7,7,No,Medium,Tier 3,No,Low
2156,Male,IT,7.43,64.8,71.3,1,1.2,57.8,6,3,5,2,4,5,2,7.3,10,No,Low,Tier 2,Yes,High
2157,Male,ECE,6.91,56.6,64.1,0,5.1,81.4,8,2,5,5,4,5,3,5.9,3,No,Low,Tier 3,Yes,Low
2158,Male,ECE,9.41,79.9,89.4,0,4.7,78.9,5,3,4,5,5,4,4,9.0,10,No,Low,Tier 2,Yes,Low
2159,Male,ECE,8.18,76.2,70.0,0,5.2,82.7,5,1,3,5,3,2,5,7.0,9,No,Medium,Tier 2,Yes,Medium
2160,Female,ME,9.55,74.2,83.3,0,2.3,69.2,7,4,5,2,5,4,5,8.5,2,Yes,Low,Tier 1,Yes,Medium
2161,Female,CE,7.34,68.9,63.9,0,1.6,75.4,8,0,5,2,4,5,4,5.0,10,No,Medium,Tier 2,Yes,Low
2162,Female,ECE,8.39,77.2,71.2,1,5.1,71.3,5,2,3,3,4,3,1,6.0,6,No,Medium,Tier 2,Yes,Medium
2163,Male,ME,8.24,78.6,72.8,0,1.9,67.4,7,0,4,3,5,4,5,7.8,10,No,Medium,Tier 2,Yes,Low
2164,Female,ME,10.0,89.6,93.8,0,3.7,60.0,4,2,3,5,4,2,2,6.7,7,No,Low,Tier 3,Yes,Medium
2165,Male,CE,7.21,70.7,61.0,0,2.2,68.2,7,1,5,4,4,6,1,5.7,6,No,Medium,Tier 3,Yes,High
2166,Female,CSE,7.71,73.9,71.0,0,7.3,76.8,7,3,5,1,3,3,6,4.8,10,No,Medium,Tier 3,No,Low
2167,Female,IT,8.12,85.0,62.6,0,5.8,76.5,6,2,4,2,4,4,4,7.9,6,No,High,Tier 2,Yes,Low
2168,Male,ECE,8.55,88.4,79.0,1,9.3,80.8,6,3,4,1,3,3,2,7.8,6,No,Medium,Tier 3,Yes,Medium
2169,Female,CSE,8.3,70.7,76.8,0,5.3,71.9,5,1,4,1,4,3,3,7.3,10,No,Medium,Tier 3,Yes,Low
2170,Male,CSE,9.53,100.0,83.4,0,4.6,83.1,8,2,5,1,5,6,1,6.4,6,No,Medium,Tier 1,Yes,High
2171,Female,ECE,8.12,80.7,70.2,0,5.4,79.6,2,0,1,3,4,1,0,5.7,6,No,Medium,Tier 2,Yes,None
2172,Male,IT,9.71,86.3,92.1,0,0.9,57.0,8,4,5,2,5,5,0,6.9,7,No,High,Tier 1,Yes,Low
2173,Male,ECE,9.15,76.0,76.7,0,0.4,61.2,5,2,3,4,4,4,1,5.4,4,No,Low,Tier 1,Yes,None
2174,Female,CE,8.61,75.1,85.7,1,5.4,82.1,7,2,4,4,5,5,1,6.1,2,No,High,Tier 1,Yes,None
2175,Male,CSE,7.51,65.6,67.1,0,2.8,57.9,5,1,4,4,4,5,2,8.5,6,No,Medium,Tier 1,Yes,Medium
2176,Female,ECE,8.78,81.8,76.2,0,4.0,77.5,4,3,3,5,4,2,2,4.8,10,No,Medium,Tier 3,Yes,Low
2177,Male,IT,9.53,81.2,77.2,0,0.7,61.3,7,4,5,2,5,6,2,7.8,3,No,Low,Tier 2,Yes,High
2178,Female,CE,9.28,83.3,86.8,0,3.0,82.4,5,3,3,3,5,2,3,8.8,7,No,Medium,Tier 2,Yes,Medium
2179,Female,CSE,7.41,70.2,67.1,0,3.3,65.7,7,0,5,3,4,5,5,8.0,10,Yes,Medium,Tier 3,Yes,Low
2180,Male,ECE,8.34,70.2,78.2,1,5.8,81.4,3,2,2,5,5,2,0,7.5,9,No,Low,Tier 3,Yes,Medium
2181,Male,CSE,6.66,59.3,66.9,1,4.3,62.9,8,0,5,3,3,5,5,6.4,3,No,Low,Tier 3,No,Medium
2182,Male,ECE,6.82,57.4,57.6,2,1.2,62.9,2,2,1,2,3,0,0,6.2,1,No,High,Tier 2,Yes,Medium
2183,Male,CE,9.08,90.7,79.6,0,3.0,67.9,4,4,3,5,5,3,6,4.3,5,Yes,Medium,Tier 2,Yes,Medium
2184,Male,CE,9.17,79.0,77.6,0,6.2,74.6,8,2,5,4,5,6,4,7.0,8,No,Medium,Tier 2,Yes,None
2185,Female,CSE,9.74,89.2,83.9,0,3.1,69.0,4,2,3,1,5,2,6,6.5,8,Yes,Low,Tier 1,Yes,Medium
2186,Female,IT,7.65,63.3,74.1,0,5.8,80.5,5,2,4,4,4,3,8,6.2,1,No,Medium,Tier 1,Yes,Low
2187,Female,ME,9.69,83.1,91.2,0,2.9,77.0,8,2,5,1,5,5,5,7.0,3,No,Medium,Tier 2,Yes,Low
2188,Female,ECE,9.67,85.1,87.6,0,4.7,75.7,4,3,3,2,4,3,1,7.1,8,No,Medium,Tier 3,Yes,High
2189,Female,ECE,9.95,83.2,92.3,0,4.1,72.1,3,4,3,2,5,4,2,6.2,7,No,Medium,Tier 1,No,Low
2190,Female,ME,9.34,84.8,93.0,0,3.8,72.6,5,3,5,2,4,5,5,8.9,5,No,Medium,Tier 1,Yes,Medium
2191,Male,ME,5.59,50.0,50.0,1,1.4,66.7,4,0,3,3,3,4,3,7.9,3,No,Medium,Tier 1,Yes,Low
2192,Female,ECE,8.43,76.2,80.1,0,0.8,62.5,5,1,3,2,4,3,2,8.1,7,No,Low,Tier 3,Yes,None
2193,Female,ECE,6.61,59.8,62.6,2,4.5,80.5,1,0,1,5,3,2,2,6.9,5,No,High,Tier 2,Yes,Low
2194,Male,CSE,6.46,58.9,54.3,3,4.1,70.6,7,1,5,3,4,6,2,7.6,1,No,Medium,Tier 2,Yes,Medium
2195,Male,IT,8.36,79.3,74.7,1,2.9,61.2,7,3,5,3,4,6,4,5.9,7,No,Medium,Tier 1,Yes,Low
2196,Male,ECE,9.08,86.8,78.4,1,2.3,65.4,8,3,5,3,4,4,2,7.8,3,No,Medium,Tier 2,Yes,Low
2197,Male,CSE,7.23,60.7,72.6,1,6.7,80.9,5,0,4,3,3,3,3,6.8,2,No,High,Tier 1,Yes,High
2198,Female,CE,6.41,59.7,52.0,1,6.0,79.6,5,1,3,4,4,2,1,5.8,6,Yes,Low,Tier 2,Yes,None
2199,Male,IT,7.95,71.6,61.1,0,5.5,81.2,3,3,2,2,4,1,2,7.0,10,No,Low,Tier 1,Yes,Low
2200,Male,IT,9.43,89.7,77.0,0,7.2,88.5,8,2,5,4,5,5,3,6.6,4,No,Medium,Tier 3,Yes,High
2201,Female,ECE,8.35,72.6,72.4,0,1.8,59.6,3,2,2,5,4,3,1,9.0,1,No,Medium,Tier 2,Yes,High
2202,Male,CSE,8.18,65.0,75.0,0,4.6,73.5,7,1,5,5,3,5,1,7.5,5,Yes,Medium,Tier 3,Yes,Low
2203,Male,ECE,6.67,59.0,52.6,2,1.2,72.6,6,1,4,4,3,5,1,8.9,9,No,Low,Tier 2,Yes,High
2204,Male,CSE,8.21,73.7,75.1,0,3.2,63.1,7,2,5,5,4,3,5,8.4,1,No,Medium,Tier 2,Yes,None
2205,Female,IT,9.16,88.3,84.3,0,3.4,66.5,8,2,5,4,4,5,4,7.0,8,Yes,Low,Tier 1,Yes,Low
2206,Female,CSE,8.2,78.1,71.9,0,2.6,69.5,5,4,4,3,4,4,1,6.5,8,No,Low,Tier 2,Yes,High
2207,Male,CSE,8.36,69.0,74.4,0,3.9,61.4,8,1,5,3,4,5,6,4.9,10,No,High,Tier 2,Yes,High
2208,Female,ECE,10.0,95.8,92.5,0,8.3,77.1,7,2,5,1,5,6,6,6.0,8,Yes,Medium,Tier 2,Yes,Low
2209,Male,ECE,10.0,85.4,91.4,0,4.5,76.8,5,4,3,3,5,4,2,7.8,9,No,Medium,Tier 3,Yes,None
2210,Female,CE,10.0,85.8,90.6,0,6.0,81.3,6,4,4,4,5,4,1,6.6,10,No,Low,Tier 3,Yes,None
2211,Female,ECE,10.0,90.8,80.1,0,4.2,75.6,5,2,3,5,5,2,3,7.5,4,Yes,Medium,Tier 3,Yes,Low
2212,Female,CSE,6.98,63.8,59.8,2,0.7,63.6,3,1,2,4,4,3,3,4.6,4,Yes,Medium,Tier 1,Yes,Medium
2213,Male,CSE,7.19,64.0,59.0,0,2.7,63.5,4,2,2,3,3,1,3,7.5,2,No,High,Tier 2,Yes,Medium
2214,Female,ECE,8.6,76.7,80.5,1,2.9,68.3,3,3,2,1,5,1,2,8.3,10,No,High,Tier 1,Yes,Low
2215,Female,CSE,8.07,66.1,70.3,1,3.9,76.9,7,2,4,4,5,5,6,4.9,4,Yes,Medium,Tier 2,Yes,Medium
2216,Male,ME,8.39,75.0,82.8,1,5.2,67.7,4,2,2,4,3,1,2,7.4,2,No,Medium,Tier 2,No,High
2217,Female,ME,6.48,64.4,64.3,1,5.7,82.5,6,0,4,3,3,3,2,8.6,9,No,Medium,Tier 1,Yes,None
2218,Male,CE,8.93,79.9,87.1,0,4.7,66.9,8,3,4,2,4,4,4,9.0,5,No,Medium,Tier 3,Yes,Medium
2219,Female,IT,8.32,83.8,73.0,0,6.1,82.4,7,1,5,3,4,5,5,6.4,4,No,Low,Tier 2,Yes,High
2220,Male,IT,7.62,68.6,65.4,3,2.7,64.8,7,1,4,3,4,4,4,7.9,2,No,Medium,Tier 2,No,Low
2221,Female,IT,8.61,73.3,75.7,0,5.1,72.9,7,2,5,1,4,5,1,8.7,3,No,Low,Tier 1,Yes,High
2222,Male,CSE,6.78,56.5,65.8,0,5.0,68.8,2,0,2,5,2,3,1,7.5,9,No,Low,Tier 2,Yes,Medium
2223,Male,CSE,8.23,79.5,79.9,0,5.8,93.6,5,3,2,2,4,2,0,8.5,3,No,Low,Tier 3,Yes,None
2224,Male,ECE,9.45,86.5,83.7,0,2.5,69.4,8,2,5,2,5,5,4,7.0,9,Yes,Medium,Tier 2,Yes,Low
2225,Male,IT,9.46,78.1,90.8,0,7.7,89.8,6,1,4,5,5,4,4,7.5,2,Yes,Medium,Tier 3,Yes,Medium
2226,Male,IT,9.52,86.4,84.5,0,2.4,58.3,5,3,3,5,4,4,4,6.3,6,Yes,Medium,Tier 1,Yes,Medium
2227,Male,IT,7.22,67.7,66.0,1,3.1,73.8,4,2,2,3,4,4,2,6.8,2,No,Medium,Tier 2,Yes,Medium
2228,Male,CSE,8.9,73.6,77.9,0,5.5,81.8,5,2,4,5,4,4,8,7.5,5,Yes,Low,Tier 3,Yes,Low
2229,Male,IT,6.97,61.6,72.7,0,0.9,63.1,4,0,3,2,4,2,3,6.2,2,No,Medium,Tier 2,Yes,Medium
2230,Male,ECE,10.0,85.7,99.4,0,2.1,64.3,8,2,5,1,5,3,4,6.7,3,No,Low,Tier 1,Yes,Low
2231,Female,CSE,7.31,63.5,69.7,0,4.2,68.1,3,1,2,4,3,2,3,7.9,6,Yes,Medium,Tier 2,Yes,Low
2232,Male,ECE,9.13,77.2,81.0,0,0.4,64.4,8,3,5,5,5,5,3,9.0,2,No,High,Tier 2,Yes,Low
2233,Female,CSE,7.38,56.7,57.9,1,2.4,62.7,4,0,4,5,3,4,4,4.5,10,Yes,Low,Tier 3,Yes,Medium
2234,Female,ECE,9.5,78.5,85.8,0,4.2,73.8,4,3,3,2,5,1,4,9.0,9,Yes,Low,Tier 3,Yes,None
2235,Female,ECE,6.81,66.2,64.2,0,2.4,72.8,4,2,2,3,3,3,3,6.7,5,No,Medium,Tier 3,Yes,Low
2236,Male,ECE,8.69,75.3,71.1,0,7.6,90.4,4,2,2,1,4,1,1,8.2,1,No,High,Tier 2,Yes,Low
2237,Female,ME,9.34,93.1,92.8,0,5.5,79.0,7,4,5,2,5,5,3,8.4,5,No,Medium,Tier 1,Yes,None
2238,Male,IT,8.2,68.5,80.9,0,4.9,73.0,7,3,5,1,4,6,1,8.9,4,No,High,Tier 2,No,Low
2239,Male,ME,8.37,76.6,70.8,2,4.3,76.0,3,0,2,5,4,1,2,6.1,9,No,Medium,Tier 3,Yes,Medium
2240,Male,ECE,8.35,76.3,75.9,0,5.5,80.5,4,2,2,4,4,3,3,6.7,2,No,High,Tier 3,Yes,Medium
2241,Female,IT,8.06,72.5,73.7,0,4.1,64.7,3,4,2,1,4,2,1,6.9,8,Yes,Low,Tier 1,Yes,Medium
2242,Male,IT,7.98,77.6,71.6,0,2.0,64.9,5,2,2,4,4,2,2,6.6,2,No,Low,Tier 2,Yes,Low
2243,Male,CSE,7.48,61.0,68.6,0,4.7,70.8,6,2,5,2,4,6,6,8.6,4,Yes,High,Tier 2,No,None
2244,Female,ECE,10.0,95.5,86.9,0,2.6,71.1,7,4,4,1,4,3,4,6.9,3,No,High,Tier 1,Yes,High
2245,Female,CSE,9.83,86.7,87.9,1,4.9,62.9,7,1,5,2,5,5,8,5.1,10,Yes,Low,Tier 2,Yes,None
2246,Male,CSE,9.74,89.9,88.5,0,4.6,72.5,3,4,3,5,5,3,4,6.2,8,No,Low,Tier 2,Yes,Medium
2247,Male,ME,8.88,79.1,76.8,0,2.7,70.5,8,1,5,5,5,5,3,5.1,4,No,Low,Tier 1,Yes,High
2248,Female,IT,10.0,97.4,93.6,0,8.1,78.0,4,3,3,1,4,3,3,6.7,2,Yes,Low,Tier 3,Yes,Medium
2249,Male,CSE,8.09,68.3,72.9,1,6.5,79.4,6,2,4,4,5,4,0,7.8,6,No,Low,Tier 3,Yes,Low
2250,Male,IT,7.22,57.5,62.5,0,3.9,73.6,7,1,5,2,4,4,3,6.2,6,No,High,Tier 3,Yes,Low
2251,Male,IT,9.57,89.7,81.6,0,5.0,63.3,6,4,4,2,4,5,1,6.5,2,Yes,Medium,Tier 1,No,None
2252,Female,IT,8.99,81.6,84.1,0,4.7,74.1,6,2,4,3,5,3,3,6.7,5,No,Medium,Tier 2,Yes,Medium
2253,Female,CSE,9.3,85.4,84.2,0,2.9,64.9,8,1,5,2,4,6,2,7.2,10,Yes,Medium,Tier 2,Yes,Medium
2254,Female,IT,8.81,85.6,75.5,0,5.1,70.6,8,3,5,1,5,3,2,7.6,10,No,Medium,Tier 2,Yes,Medium
2255,Female,ECE,7.43,68.0,65.3,0,3.6,75.8,7,2,4,3,4,5,3,8.0,10,Yes,Medium,Tier 2,Yes,None
2256,Male,ME,6.94,61.1,60.7,0,1.2,74.5,6,0,4,2,4,2,6,9.0,5,No,Medium,Tier 3,Yes,High
2257,Male,CSE,8.71,78.3,82.6,0,3.0,72.5,6,3,5,2,5,6,5,7.1,8,Yes,Medium,Tier 1,Yes,Medium
2258,Male,CSE,9.07,91.4,89.3,0,3.0,72.4,5,4,4,1,4,3,4,7.9,7,Yes,Medium,Tier 3,Yes,None
2259,Male,CE,8.08,74.4,72.0,0,0.1,51.6,8,2,4,2,4,5,0,5.1,10,No,Medium,Tier 3,Yes,Low
2260,Male,ECE,7.89,74.9,72.9,1,6.7,77.6,6,2,3,1,5,4,3,6.5,4,No,High,Tier 3,Yes,Medium
2261,Female,CSE,8.65,73.9,81.0,0,2.9,69.8,8,2,5,3,5,5,4,6.7,2,No,High,Tier 3,Yes,Low
2262,Female,CSE,8.3,78.9,68.9,0,3.2,65.5,7,2,5,2,4,6,3,5.8,10,Yes,Medium,Tier 2,Yes,None
2263,Female,ME,8.43,73.9,76.1,1,8.5,97.9,4,2,3,3,5,2,2,6.4,5,No,Medium,Tier 3,Yes,None
2264,Male,CSE,9.26,74.6,85.6,1,2.1,65.8,6,3,4,5,5,3,2,6.9,10,No,Low,Tier 2,Yes,Medium
2265,Female,IT,8.05,73.5,75.1,0,3.8,78.9,6,2,4,2,4,2,2,6.4,9,No,Medium,Tier 3,Yes,None
2266,Female,CSE,9.65,87.5,85.5,0,0.8,64.9,4,3,3,3,4,2,2,9.0,4,Yes,Medium,Tier 1,Yes,None
2267,Male,CSE,8.78,80.8,72.5,0,2.7,70.5,6,2,5,4,5,5,8,7.6,3,No,Low,Tier 1,Yes,High
2268,Female,ECE,8.16,72.1,75.9,0,3.0,71.0,6,1,5,4,5,5,5,9.0,7,No,Medium,Tier 2,Yes,Medium
2269,Male,ECE,8.76,84.1,80.0,1,6.2,88.2,4,3,2,1,5,2,2,8.8,10,No,Medium,Tier 2,Yes,Medium
2270,Male,ECE,6.18,57.2,59.8,0,2.3,66.2,4,1,3,4,3,3,0,6.2,3,Yes,Low,Tier 2,Yes,Low
2271,Male,ECE,8.16,71.8,63.0,1,5.7,71.7,5,3,3,3,4,3,3,7.0,8,No,High,Tier 2,No,Medium
2272,Male,IT,6.81,66.7,61.5,2,9.4,87.6,8,0,5,2,4,5,4,6.5,7,No,Low,Tier 3,Yes,Medium
2273,Male,ME,8.3,76.5,73.1,0,7.5,77.1,6,3,4,1,3,4,5,6.8,8,No,High,Tier 2,Yes,High
2274,Female,CSE,7.55,68.7,65.5,0,0.0,55.2,3,1,3,1,4,2,2,5.8,10,Yes,Medium,Tier 2,No,Low
2275,Female,ECE,7.74,67.3,63.5,0,5.0,72.5,8,2,5,5,5,4,3,6.5,6,No,Medium,Tier 1,No,Low
2276,Female,IT,10.0,99.9,85.1,0,7.1,78.1,6,4,4,1,5,3,2,7.4,6,Yes,Medium,Tier 2,Yes,None
2277,Female,ECE,8.29,69.7,75.3,1,2.3,53.3,4,3,3,5,5,3,3,7.4,4,No,Medium,Tier 2,Yes,Medium
2278,Male,CSE,8.56,75.3,73.3,0,3.8,71.1,7,2,5,4,5,6,5,7.3,8,No,Medium,Tier 3,No,Medium
2279,Female,CE,8.4,73.8,70.7,1,3.4,73.5,7,0,5,4,4,5,9,6.9,2,No,Medium,Tier 1,Yes,None
2280,Male,ME,9.08,80.8,81.4,0,5.9,76.3,4,0,3,4,5,2,2,8.0,7,Yes,Medium,Tier 1,Yes,Low
2281,Male,ME,7.75,72.7,65.7,1,3.0,77.7,5,3,3,1,4,3,1,6.7,10,No,Medium,Tier 2,Yes,None
2282,Male,CSE,9.71,89.5,87.0,0,7.8,86.5,4,4,5,3,5,5,2,8.7,6,No,High,Tier 2,Yes,Low
2283,Male,CSE,9.81,91.1,87.8,0,6.5,83.3,5,3,4,5,5,4,2,4.8,7,No,Low,Tier 2,Yes,High
2284,Male,ME,8.33,74.5,75.9,0,0.9,55.3,6,2,5,5,4,6,3,7.8,2,No,Medium,Tier 3,Yes,Medium
2285,Male,CSE,9.37,90.1,79.6,0,0.9,62.6,8,2,5,1,4,6,4,7.6,6,Yes,Low,Tier 2,Yes,None
2286,Male,ECE,8.33,71.1,79.2,0,4.4,77.3,0,4,1,3,4,0,2,6.2,3,No,Medium,Tier 2,Yes,Low
2287,Female,ECE,9.54,81.6,89.6,0,3.6,67.5,3,2,3,1,4,2,0,6.6,8,Yes,Medium,Tier 2,Yes,None
2288,Male,CSE,9.16,76.3,82.2,0,3.8,82.1,7,2,5,5,4,5,5,7.6,7,No,Low,Tier 1,Yes,Medium
2289,Male,IT,7.99,69.7,73.5,0,2.9,73.9,3,1,2,3,4,3,3,8.1,8,No,Low,Tier 3,Yes,Low
2290,Male,IT,8.51,77.1,78.8,0,1.9,68.9,8,1,4,4,4,4,3,4.9,10,Yes,Low,Tier 2,Yes,High
2291,Female,CE,9.01,78.3,83.9,0,4.1,71.5,8,1,5,4,5,6,1,7.8,9,No,Medium,Tier 2,Yes,Medium
2292,Male,CSE,9.67,84.5,89.5,0,4.9,62.4,8,3,5,4,4,6,2,6.5,1,No,Medium,Tier 3,Yes,Medium
2293,Male,CSE,6.79,66.7,63.4,1,6.1,82.6,6,1,3,2,4,3,2,8.4,4,No,High,Tier 1,Yes,High
2294,Male,ECE,7.45,63.6,68.5,0,6.4,76.1,8,2,5,2,3,4,3,4.8,8,No,Medium,Tier 3,Yes,Medium
2295,Male,CSE,8.18,72.0,75.5,0,4.1,68.6,8,4,5,4,4,6,1,9.0,7,No,Low,Tier 2,Yes,Low
2296,Male,IT,8.65,79.7,67.1,0,4.7,72.4,8,2,5,5,5,3,4,5.9,7,No,High,Tier 2,Yes,Medium
2297,Male,CSE,8.57,68.8,71.5,2,0.6,54.9,8,1,5,3,4,5,1,8.7,6,No,Medium,Tier 3,Yes,Medium
2298,Male,ECE,8.42,69.8,78.5,1,5.4,71.1,3,3,3,5,4,2,0,6.9,1,No,Medium,Tier 3,Yes,Low
2299,Male,ECE,9.59,90.1,81.0,0,6.7,83.8,8,3,5,2,5,4,5,6.0,5,No,Low,Tier 2,Yes,None
2300,Male,ME,6.6,50.2,59.4,0,5.3,78.6,6,2,5,3,4,5,1,7.3,3,Yes,Medium,Tier 3,Yes,Low
2301,Female,CSE,7.19,57.3,60.6,1,3.9,73.0,3,0,2,3,4,2,4,8.2,3,Yes,High,Tier 2,Yes,Low
2302,Male,ECE,7.62,60.3,69.7,0,2.1,58.0,5,1,3,1,4,3,5,5.1,3,No,Medium,Tier 2,Yes,None
2303,Male,CSE,10.0,88.2,74.0,0,2.1,72.7,7,2,4,4,5,5,1,7.8,10,No,Medium,Tier 1,Yes,High
2304,Male,IT,9.07,75.2,83.0,0,3.6,73.5,8,2,5,5,5,6,5,7.0,9,No,Medium,Tier 1,Yes,Medium
2305,Female,CSE,8.24,69.9,73.4,0,4.9,66.4,5,3,3,3,4,5,2,7.7,4,No,High,Tier 3,Yes,Medium
2306,Male,IT,9.54,91.6,81.0,0,0.0,64.1,8,3,5,3,5,3,7,7.0,4,No,Low,Tier 1,Yes,Medium
2307,Male,IT,6.81,60.3,65.8,0,1.4,61.6,6,1,4,1,4,6,4,6.3,9,No,Medium,Tier 1,Yes,Medium
2308,Female,CSE,7.8,71.3,78.6,0,5.9,80.4,7,2,5,4,4,6,5,5.7,7,No,High,Tier 3,Yes,High
2309,Male,CE,8.9,81.9,69.4,1,7.5,74.1,7,3,3,4,5,3,2,7.8,4,No,Low,Tier 1,No,Low
2310,Male,CSE,8.42,81.1,72.4,0,3.7,68.4,3,3,2,2,5,0,0,7.8,7,No,Medium,Tier 1,Yes,Medium
2311,Male,IT,9.05,79.0,73.9,0,5.3,63.7,4,2,3,5,4,4,2,7.8,5,No,Medium,Tier 2,Yes,Low
2312,Female,ECE,7.85,70.3,61.8,0,3.8,70.9,3,1,1,5,4,2,0,7.5,9,Yes,Medium,Tier 2,Yes,High
2313,Male,ECE,9.23,81.9,83.5,0,4.2,75.4,3,3,2,1,4,3,2,8.1,4,Yes,Medium,Tier 3,Yes,High
2314,Female,ECE,8.09,67.8,67.4,0,1.8,61.7,3,2,1,1,4,2,1,8.7,9,Yes,Medium,Tier 2,Yes,High
2315,Female,CSE,9.08,80.9,76.3,0,5.1,76.2,7,3,5,1,5,4,5,4.7,9,Yes,Medium,Tier 2,No,None
2316,Male,IT,8.6,78.9,73.6,1,2.5,61.0,5,1,3,4,5,4,1,4.2,10,Yes,Low,Tier 3,Yes,Low
2317,Male,CSE,7.87,75.2,70.5,0,4.5,73.1,5,2,4,3,4,5,3,9.0,6,No,Medium,Tier 2,Yes,None
2318,Male,ME,7.32,61.5,71.4,1,5.5,83.5,5,1,3,3,3,3,4,5.4,6,No,Low,Tier 2,Yes,Low
